	amplitude	pitch	FM	AM2	entropy	pitchgoodness	meanfreq	vpitch	vFM	ventropy	vpitchgoodness	vmeanfreq	vAM	negPC1	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	Subpop	Population	Template	Target
15	4.457647861	3.265339566	4.052006073	2.969631914	1.797109483	5.697753834	6.26609899	0.772357432	1.353911504	2.661054991	2.999972144	2.922243438	2.930353021	-4.077357169	4.077357169	-0.645330742	1.917018523	-1.902281828	0.23850983	-0.570963804	0.180789701	0.503865252	-0.132693773	-1.119895764	0.356939318	-0.421938597	-0.00573197	ECU	Dom	filtered_ALP87.xls	filtered_ALP47.xls
16	13.11831852	2.281980997	3.198203081	2.612248887	4.212834392	3.676323168	3.423296956	1.053397446	2.87191075	2.406622886	3.429110664	3.383408821	2.518630002	-4.287299127	4.287299127	-2.413482537	-0.466198756	0.662283391	-0.273332575	0.495324082	-1.016285056	0.59090881	0.356872732	0.231363864	-0.483861552	0.20960002	0.048570306	ECU	Dom	filtered_APU167.xls	filtered_ALP47.xls
17	4.742914111	2.372235971	2.655241449	2.581923545	3.438875627	2.487355769	4.140440116	0.820470558	1.456735954	2.052146635	2.012262529	2.877203744	2.616773752	-2.219107076	2.219107076	-0.276004123	0.094180417	-0.179562155	-0.363391896	-0.862548323	-0.487030377	-0.192254169	-0.248649893	-0.59318097	-0.000240641	0.178239433	-0.055988024	ECU	Dom	filtered_APU170.xls	filtered_ALP47.xls
18	8.080595572	3.065554313	3.312988964	2.605657974	2.705945883	2.885982921	2.054604161	0.701095486	2.200745935	2.298035294	1.471727615	2.746158014	2.526557635	-2.411831507	2.411831507	-1.050311679	-0.932200692	0.043317597	0.450264532	-0.02354263	0.062093979	0.016688535	0.618016478	-0.144546312	0.708819744	-0.200997377	0.030970535	ECU	Dom	filtered_ALP68.xls	filtered_ALP49.xls
19	3.757163977	3.304218965	2.778251349	3.101600159	2.775232468	4.525742854	5.570193096	1.289994927	2.303716767	2.980823755	3.036549788	2.882320729	3.020109844	-4.213108519	4.213108519	0.255422874	1.136681607	-0.999958164	-0.531177572	-0.180155035	0.118531363	-0.156547829	-0.057569128	-0.427398985	-0.395256413	-0.552851968	0.026061113	ECU	Dom	filtered_ALP74.xls	filtered_ALP49.xls
20	1.833027253	2.870265971	2.887502697	2.532156349	1.830726158	2.519197748	1.427725003	0.905025462	1.936241063	1.600114031	2.166839064	2.692238729	2.552979264	-1.498867966	1.498867966	0.64024019	0.133362968	-0.0765012	0.909271432	0.280256027	-0.048557549	-0.805526711	0.736252616	-0.432489007	0.25627493	0.30480682	0.005200104	ECU	Dom	filtered_ALP75.xls	filtered_ALP49.xls
21	3.702244371	3.948526232	4.318174942	3.629216334	4.123241068	3.890479321	3.347877497	1.418441276	3.590604215	2.816629062	3.555336945	2.722582031	3.568378106	-5.248793835	5.248793835	0.864929909	0.478819102	0.296264265	0.63550114	0.133414903	0.293553864	-0.249697783	0.48253798	0.591752886	0.214108315	0.295765766	0.056148527	ECU	Dom	filtered_ALP85.xls	filtered_ALP49.xls
22	2.244412092	2.207807508	2.930227576	2.306012785	2.268192558	3.382656493	2.748981154	0.748069142	1.840802106	2.525272705	2.412199212	1.786486846	2.283772124	-1.673774111	1.673774111	0.494259124	0.70244097	-0.291966765	0.315804086	0.156778771	0.357244423	0.561647	0.145324876	-0.25099903	-0.010469271	0.027670075	0.01281813	ECU	Dom	filtered_ALP87.xls	filtered_ALP49.xls
23	5.828796949	3.215678624	2.899593271	2.275484736	3.297681184	2.780379728	2.093613028	0.79200938	1.932695292	2.425425758	2.211324797	1.621575489	2.234812053	-2.012239742	2.012239742	-0.513355866	-0.142092971	0.463881285	0.4676067	-0.074278697	0.778948283	0.074741301	0.05069709	0.300406259	0.054613811	-0.097180598	-0.005281567	ECU	Dom	filtered_APU167.xls	filtered_ALP49.xls
24	1.215590047	1.41140854	1.428496951	1.573504903	1.672362078	1.696167061	1.014308212	0.320270102	0.699874653	1.975444446	1.361536667	0.851908234	1.559125768	1.326292949	-1.326292949	0.49685686	-0.005446661	0.003380678	0.409792307	0.000906966	0.492304101	0.428218699	-0.20479929	-0.308221879	-0.338070924	-0.023279607	-0.026424707	ECU	Dom	filtered_APU170.xls	filtered_ALP49.xls
25	9.002196839	3.923542689	4.48094825	4.574459864	7.755387959	3.40117589	5.479238772	1.690053291	3.954461229	4.252304514	3.209000014	4.369001227	4.488963074	-7.996814187	7.996814187	0.12956843	-1.233242116	1.13070348	-0.876031293	-1.178885605	-0.448543176	0.18659823	-0.262266591	0.150548296	-0.017535929	0.242986424	-0.002243073	ECU	Dom	filtered_ALP74.xls	filtered_ALP68.xls
26	7.666388899	2.437946988	1.585100197	2.414523105	2.199712197	1.441852183	1.754474134	0.668688489	1.376742352	1.800555006	1.777664877	1.288920875	2.171793883	-0.509522189	0.509522189	-1.03325857	-0.940487725	-0.020823187	0.272462335	0.157701061	0.121780114	-0.335288269	-0.458973942	0.565778978	-0.364643659	-0.081025499	0.096533184	ECU	Dom	filtered_ALP75.xls	filtered_ALP68.xls
27	11.1911239	4.806293644	3.487536442	4.516233968	5.135905971	3.696651435	3.311774282	1.629545488	3.079351726	3.18391998	4.306953164	3.241220173	4.283075338	-6.712296053	6.712296053	-1.040668853	-0.943277743	0.493425593	0.851479454	0.223360103	0.115768356	-0.809143475	-0.456458335	0.685601781	-0.864582162	-0.004528808	0.0605764	ECU	Dom	filtered_ALP85.xls	filtered_ALP68.xls
28	10.14299103	3.039234762	3.81234548	3.594390715	4.467078804	4.253791058	1.790829172	0.449218451	2.128913387	2.414317097	2.810688758	3.760308795	3.408852634	-4.211808392	4.211808392	-1.515410838	-0.994727814	0.472725726	1.632155408	-0.447003845	-0.75953749	0.666173672	0.50730574	-0.607947838	-0.031211208	-0.107406073	0.029759148	ECU	Dom	filtered_ALP87.xls	filtered_ALP68.xls
29	3.30980375	3.870303665	3.406862581	4.437810168	4.879511245	2.369551026	2.647255717	1.001953858	2.719029331	3.400899144	2.270987039	3.205787693	4.367874459	-4.561658062	4.561658062	1.416350578	-1.425833328	0.185823367	0.788713098	-1.011715102	0.171588204	-0.360801704	-0.052889283	-0.075861894	-0.009995117	0.115730738	-0.035209996	ECU	Dom	filtered_APU167.xls	filtered_ALP68.xls
30	10.01269819	2.302075546	2.113386288	3.309961295	3.309124751	1.3440433	1.882916535	0.566099083	2.015544957	2.863158723	0.998896052	2.4003541	3.280901964	-1.986282487	1.986282487	-0.931691235	-2.582590451	-0.038067385	0.063056685	-0.30827763	-0.372265593	0.270756369	-0.302313913	0.264692814	0.042901928	-0.235922318	-0.070615224	ECU	Dom	filtered_APU170.xls	filtered_ALP68.xls
31	2.78080309	3.755996747	3.079726166	4.69021544	4.324869701	2.644450519	7.745082147	1.165579717	3.344029696	3.297835966	2.823471282	3.763290165	4.602737212	-5.896848998	5.896848998	1.408778338	-0.054397822	-1.577562486	-1.143424142	-1.917813995	-0.640975401	-0.615606232	-0.234231405	0.287961366	-0.315212322	0.184954148	0.012276977	ECU	Dom	filtered_ALP75.xls	filtered_ALP74.xls
32	4.685786206	3.619128917	4.727431962	2.431210176	8.560770775	4.211730143	5.350912015	1.777341633	3.50313808	2.648159198	3.311793261	3.446347866	2.583669303	-6.199486245	6.199486245	0.183948386	1.366053986	2.634288499	-1.087393323	-1.350462497	-0.147585853	0.066325375	0.111884976	0.093178449	0.434689422	0.276071919	-0.079136496	ECU	Dom	filtered_ALP85.xls	filtered_ALP74.xls
33	4.291264904	1.605417226	2.792587652	2.464762041	1.643146218	3.557374882	5.942985081	0.937247241	1.54552813	1.676400132	2.528427626	2.205049234	2.463275477	-2.113938455	2.113938455	-0.402908509	1.51991796	-1.422601399	-0.777049135	-0.192556951	-0.856569499	0.191455111	-0.536046118	-0.254537739	0.124517523	0.080607551	0.010043217	ECU	Dom	filtered_ALP87.xls	filtered_ALP74.xls
34	5.16016768	3.086162147	3.893780341	2.077731009	4.023052719	5.397020221	5.820660921	1.519506578	3.31407057	2.482509057	3.754143911	2.56067735	2.10473825	-4.856379149	4.856379149	-0.454934958	2.338528019	0.256662902	-0.910609334	0.206504788	0.03841116	0.393383063	0.486446446	0.303300607	0.049737852	-0.226185008	0.037877542	ECU	Dom	filtered_APU167.xls	filtered_ALP74.xls
35	1.669901669	0.749837523	1.243583911	1.134485226	3.556462828	1.461573099	4.327288561	0.348542964	1.163875808	1.139795041	0.837583886	1.409452726	1.107367361	0.960600514	-0.960600514	0.08774022	0.798019189	0.325018795	-1.410006101	-1.480140937	-0.743679225	0.419912381	-0.290418696	-0.02234435	-0.036806081	-0.058470154	0.002738121	ECU	Dom	filtered_APU170.xls	filtered_ALP74.xls
36	1.909449629	3.48453248	2.888951924	4.24272624	3.115684704	3.252954173	2.894921242	0.601619357	1.874975415	2.045284393	3.302047991	2.443909792	4.128688601	-3.30317755	3.30317755	1.036081845	0.149845104	-0.797546571	1.794735763	-0.822970646	-0.240856739	-0.418916795	-0.260164307	0.060277374	-0.597368117	0.134770451	-0.016258282	ECU	Dom	filtered_ALP85.xls	filtered_ALP75.xls
37	3.645657175	3.07277263	3.936007483	4.841112747	4.200650799	4.672838589	2.736136105	1.25654131	3.016104747	3.732767286	3.489091731	3.814152262	4.782138876	-5.89988121	5.89988121	1.45349444	-0.528920087	-0.223594728	1.25159711	0.18463829	-0.51542767	0.44437934	0.099481656	-0.669035949	-0.326038147	-0.102594253	-0.026508428	ECU	Dom	filtered_ALP87.xls	filtered_ALP75.xls
38	5.552221366	4.09968072	4.417366242	3.81738682	3.726228223	3.466069002	3.099791369	1.433753077	3.328496618	3.496308065	3.217181671	3.832573142	3.795870594	-5.672180973	5.672180973	0.472911107	-0.566851653	-0.00202698	0.45597255	0.225358636	0.313987478	-0.396231583	0.702980078	-0.251281937	0.244249135	0.461436928	0.024827329	ECU	Dom	filtered_APU167.xls	filtered_ALP75.xls
39	1.196196015	1.984174023	1.271804781	3.391825551	1.619932744	1.05112552	0.857346573	0.278218808	1.501277595	2.311500186	0.99471022	1.965024711	3.095561732	0.024966181	-0.024966181	1.408559978	-1.589613104	-0.742883254	0.878976286	-0.398216817	-0.181661533	-0.171263892	0.080344343	-0.186971181	-0.352985288	-0.130655803	0.112218808	ECU	Dom	filtered_APU170.xls	filtered_ALP75.xls
40	3.98751657	4.712296057	4.797078273	3.93972371	6.672505094	5.918119301	4.833519241	2.167124003	3.850821102	3.360967134	5.275885479	3.712508127	3.853089342	-8.186507159	8.186507159	0.85116647	1.743283739	1.319013194	0.352411565	0.071137109	0.238398722	-0.378976675	0.131187443	0.036223486	-0.547743187	0.0608269	0.050526392	ECU	Dom	filtered_ALP87.xls	filtered_ALP85.xls
41	8.830207739	2.026434428	2.13214634	2.24303877	2.850404701	2.728019022	3.203567821	1.502681263	2.634628418	2.232221079	2.45407023	2.953647132	2.776571103	-2.907028759	2.907028759	-0.92987888	-0.464379138	0.252378673	-0.900787141	0.982290174	-0.880409866	-0.383236364	0.089654598	0.104181186	-0.313128993	-0.10829896	-0.323895511	ECU	Dom	filtered_APU167.xls	filtered_ALP85.xls
42	1.326669138	1.524344043	1.697761845	1.1930585	1.787960183	2.205612505	1.993404611	0.54745604	1.53997948	0.996459185	1.96385043	2.072749521	1.326839121	0.492245235	-0.492245235	0.169445192	0.900970348	0.169957147	0.004703229	0.017032226	-0.450065947	-0.213590678	0.779068215	-0.329050845	-0.273450421	0.239291753	-0.051354917	ECU	Dom	filtered_APU170.xls	filtered_ALP85.xls
43	7.995542728	3.769949581	4.409999518	2.557873059	3.989909338	5.861887354	3.771759383	0.715401792	2.073325164	1.47084044	4.250732252	2.375361248	2.390483905	-4.332694798	4.332694798	-1.864748846	2.016405208	0.309012412	1.53042262	-0.263678653	0.028756434	0.455333513	0.308476378	0.133278112	-0.026483607	-0.091654095	0.076508946	ECU	Dom	filtered_APU167.xls	filtered_ALP87.xls
44	2.285968051	0.825353339	1.870444345	1.569305748	3.989367133	2.96599204	1.615388983	0.483096174	1.204367486	1.42187652	2.027335097	1.230850351	1.554586997	0.15964163	-0.15964163	0.176201363	0.812037121	1.200409121	0.33422937	-0.287515932	-0.539687879	0.956657224	-0.28046741	-0.172469095	-0.407015365	-0.153758488	-0.030697348	ECU	Dom	filtered_APU170.xls	filtered_ALP87.xls
45	7.02433762	2.093667066	1.680833841	0.935146574	1.487465995	2.507732313	1.591565284	0.612940408	0.996855449	1.10988218	1.854647132	0.924651137	0.881415315	0.637793032	-0.637793032	-1.709557753	0.510896565	0.293932884	0.171015978	0.608479015	0.348716131	-0.083223612	0.03069507	0.243940214	-0.139247985	-0.269588694	0.026661661	ECU	Dom	filtered_APU170.xls	filtered_APU167.xls
46	1.250023581	0.986085286	0.784845218	0.939237445	0.678004361	1.416231817	0.994185617	0.407980355	0.792425024	0.949083904	1.167902038	0.585723323	0.951308042	2.468859794	-2.468859794	0.167618464	0.474124153	-0.062406279	0.062442158	0.438974009	0.031844583	-0.064985878	0.055522267	0.045452461	-0.286348711	-0.105902971	-0.003448069	Timor	Timor	filtered_BR82.xls	filtered_BL65.xls
47	1.331362743	0.651734418	0.680791549	0.738604199	0.754902346	0.868198263	0.62117613	0.080870488	0.328753562	0.44019102	0.485635697	0.397420942	0.76191637	3.509047365	-3.509047365	-0.065924437	0.207297878	0.045754548	0.22688019	-0.039681697	-0.188088992	0.005803242	-0.038114542	-0.008793646	0.022343719	-0.074568236	-0.025479432	Timor	Timor	filtered_DP51LP79.xls	filtered_BL65.xls
48	3.251487035	0.396909528	0.382797854	0.484426659	0.452700018	0.329191912	0.263871671	0.145263733	0.196401884	0.395572241	0.464906084	0.340287477	0.488341573	3.914891798	-3.914891798	-0.652574969	-0.178541509	0.159688535	-0.013115238	0.342025657	-0.24632272	-0.079918949	-0.132503838	0.066104541	-0.123129084	0.076197888	-0.006564432	Timor	Timor	filtered_DP77.xls	filtered_BL65.xls
49	0.992199291	0.778219571	0.810732435	1.375319027	1.038563822	1.291042409	1.053698035	0.250011392	0.534906798	0.961984107	0.965922144	0.649269395	1.384415598	2.451934996	-2.451934996	0.377124073	0.171899875	-0.175840791	0.298628012	0.027230375	-0.242343561	0.097758456	-0.265461422	-0.088802553	-0.249400716	-0.108176747	-0.033139235	Timor	Timor	filtered_WH10.xls	filtered_BL65.xls
50	3.780343051	1.097236107	0.539042659	0.693341598	0.639016408	1.058113694	0.897471216	0.166507053	0.33425614	0.964902669	1.603724073	0.692002378	0.680740889	2.668021351	-2.668021351	-0.863158682	0.208325478	-0.085530382	0.16858769	0.324662689	0.145612435	-0.005644915	-0.004711707	-0.036847315	-0.797008168	0.180768681	-0.006580334	Timor	Timor	filtered_WH18.xls	filtered_BL65.xls
51	3.555531533	1.474477907	1.032306979	0.919628898	0.868920905	1.033027081	0.813013387	0.226274339	0.347642178	1.06925901	1.189253825	0.42770548	0.926365955	2.44370405	-2.44370405	-0.65881637	0.025700597	-0.026869927	0.338015397	0.175625195	0.453042126	-0.067396794	-0.2063117	0.090754042	-0.264921206	0.080771356	-0.025640557	Timor	Timor	filtered_YE182.xls	filtered_BL65.xls
52	1.397915941	1.90012458	1.798458719	1.421183388	1.510241615	1.548977716	1.62407826	0.400817417	0.939489063	1.480190483	1.006041681	1.180955801	1.447215753	1.146624005	-1.146624005	0.271361743	0.171192005	-0.10071703	0.171736988	-0.254385069	0.407293059	-0.126579097	0.131966831	-0.215788287	0.226155992	0.020052774	-0.022515524	Timor	Timor	filtered_YE188.xls	filtered_BL65.xls
53	1.07939516	0.983888348	0.735626959	0.712225251	0.789168228	0.954027293	1.051952737	0.196807754	0.352512343	1.083096809	0.899038993	0.721271018	0.733112581	2.910802313	-2.910802313	0.032321675	0.276422377	-0.075049603	-0.048909811	-0.002428652	0.224276081	0.003415627	0.042393334	-0.297240909	-0.301019609	0.068650019	-0.018438292	Timor	Timor	filtered_YE189.xls	filtered_BL65.xls
54	1.750829264	2.099676751	1.181780787	1.279941947	1.839021962	1.519146912	0.852538834	0.481144389	0.757242536	1.84289176	1.019727575	0.971859854	1.328210091	1.34020755	-1.34020755	0.2480665	-0.149905534	0.314971919	0.209540258	-0.052553004	0.809908769	-0.176638752	0.002772051	-0.271533895	-0.227748008	-0.296639484	-0.064999173	Timor	Timor	filtered_YE41.xls	filtered_BL65.xls
55	0.839955942	0.993889401	0.897103834	0.908822172	1.349113917	0.998791354	0.629445841	0.306260052	0.572951051	0.852219143	0.70065966	0.895380152	0.866596543	2.709811911	-2.709811911	0.256028055	0.138322492	0.354294208	0.102472123	-0.029026566	-0.036938487	-0.1461665	0.111886523	-0.261660434	-0.05756523	-0.014668743	0.021010745	Timor	Timor	filtered_DP51LP79.xls	filtered_BR82.xls
56	1.76978736	0.695950026	0.61809163	0.657934389	1.145753496	0.9854305	0.640518073	0.387162149	0.590189027	0.646372295	0.59005348	0.658681349	0.658864009	3.046725206	-3.046725206	-0.058008388	0.184272168	0.421453641	-0.147437328	0.253956428	-0.195619211	-0.13926263	0.018872768	-0.076583795	-0.059955903	-0.153610685	0.000239835	Timor	Timor	filtered_DP77.xls	filtered_BR82.xls
57	0.747652622	0.499958866	0.638442991	1.439484107	1.495855663	0.532999574	0.60152046	0.265664601	0.607540286	0.857430791	0.398610017	0.96683132	1.257782221	2.815717976	-2.815717976	0.605132344	-0.402143825	0.231804718	0.054890335	-0.164424605	-0.535968756	-0.070190213	-0.155758935	-0.201741686	-0.081710077	-0.004998876	0.090199339	Timor	Timor	filtered_WH10.xls	filtered_BR82.xls
58	2.085362239	1.282540108	0.794928158	0.850340737	1.068058627	0.954234778	1.377100628	0.37967329	0.759180358	0.757521527	0.719967289	0.939138834	0.911063325	2.428952515	-2.428952515	-0.15218991	0.171752861	0.047509457	-0.228144829	-0.043163165	-0.058895427	-0.406120233	0.138201212	-0.006732181	-0.042169561	-0.092681419	-0.036833089	Timor	Timor	filtered_WH18.xls	filtered_BR82.xls
59	1.888220771	1.520582341	0.962062356	0.781060832	1.521464549	0.805041016	1.074776498	0.361628463	0.826174047	1.112600988	0.659118178	0.634799827	0.816369052	2.382019892	-2.382019892	-0.019760695	0.017567493	0.356248562	-0.202980806	-0.137742488	0.414612136	-0.233290285	0.098175001	0.136695064	0.001481885	-0.068042391	-0.024989033	Timor	Timor	filtered_YE182.xls	filtered_BR82.xls
60	2.127425414	2.5930074	1.636387678	1.166243491	1.395641878	1.621369249	1.212652965	0.339080441	0.893520698	1.629133811	1.467119329	1.313448579	1.198224568	1.012631838	-1.012631838	-0.149535266	0.180078624	-0.006210287	0.413934324	-0.182809669	0.917293234	-0.354864675	0.471629161	-0.258846889	-0.188726925	0.052417415	-0.029459288	Timor	Timor	filtered_YE188.xls	filtered_BR82.xls
61	1.234664945	1.153304082	0.834737475	1.178640462	1.615466465	0.982306073	1.345846697	0.365431293	0.547571138	0.931171596	0.870461855	1.346013227	1.247572451	2.114210431	-2.114210431	0.21650598	0.05765266	0.148332156	-0.061183613	-0.306459542	-0.269567467	-0.345813596	-0.020075155	-0.412692902	-0.230679785	0.02221372	-0.062482533	Timor	Timor	filtered_YE189.xls	filtered_BR82.xls
62	2.054215331	2.410721077	1.27370328	0.916814744	2.445849308	1.737039316	0.983318993	0.420303165	0.810933978	1.379854006	0.980315026	0.912445037	0.843759415	1.428559703	-1.428559703	-0.153024322	0.261103163	0.779782127	0.192280612	-0.394287373	0.861749246	-0.295927901	0.219096821	-0.117000777	-0.088854649	-0.407071232	0.016112478	Timor	Timor	filtered_YE41.xls	filtered_BR82.xls
63	0.62237413	0.442731483	0.503299028	0.540360436	0.591245408	0.541463634	0.428890191	0.042693169	0.185237834	0.15120574	0.216348775	0.159466786	0.505391289	4.175052978	-4.175052978	0.03956857	0.280302017	0.123951904	0.162553583	-0.070018702	-0.221342408	-0.084337747	-0.065589225	0.043954905	0.126840199	-0.048195579	0.018097921	Timor	Timor	filtered_DP77.xls	filtered_DP51LP79.xls
64	0.659783283	0.64340307	0.708410882	0.885094228	0.653605888	0.644968501	0.89330583	0.27767282	0.499872637	0.446443571	0.520924478	0.465245822	0.875321852	3.320655774	-3.320655774	0.270641405	0.250214535	-0.032714298	-0.000248357	0.079097721	-0.263004186	-0.240055899	-0.103206293	0.055402511	0.076514082	0.042521121	0.010362434	Timor	Timor	filtered_WH10.xls	filtered_DP51LP79.xls
65	1.080934414	0.536437957	0.599591922	0.767720502	0.455086076	0.653442228	0.893463705	0.07297649	0.277816068	0.280693225	0.692095444	0.483363066	0.747533804	3.605396864	-3.605396864	-0.054212454	0.339502411	-0.175191598	0.16206375	-0.037393875	-0.348442811	-0.123433191	-0.048656617	-0.009346542	-0.110017044	0.140229549	0.010948364	Timor	Timor	filtered_WH18.xls	filtered_DP51LP79.xls
66	0.721649963	1.387200808	0.734224812	0.814446551	0.61441206	0.670435074	0.79641266	0.097940465	0.327346039	0.355447823	0.523645595	0.383247817	0.786141193	3.370074154	-3.370074154	0.023604787	0.292594602	-0.108177846	0.346726323	-0.273639674	0.187991681	-0.481456808	0.056293699	0.101559235	0.065416743	-0.043829679	0.007349533	Timor	Timor	filtered_YE182.xls	filtered_DP51LP79.xls
67	2.396663361	1.230453703	0.815587544	0.799196244	0.496344522	1.016903072	0.753353795	0.254024713	0.410019435	0.556922534	1.001107045	0.765367441	0.786425178	2.844047894	-2.844047894	-0.427227933	0.257881777	-0.075952058	0.273009315	0.220944054	0.015894914	-0.375951636	0.113545133	-0.085911598	-0.170870952	0.05133358	0.006355506	Timor	Timor	filtered_YE188.xls	filtered_DP51LP79.xls
